FSA04748_LINE,FSA04748_LINE_NAME,RESIDUAL_FSA_BUCKET,CONTRACTUAL_FSA_BUCKET,MATURITY_DATE,ISSUE_MONTH,CONTRACTUAL_MATURITY,WEIGHTING,COUPON,Market,Start Date,Company Name,Security Name,TIDM,ISIN,Security Description, Money Raised (£m) ,Country of Incorporation,World Region,Market Segment Code,Market Segment,Market Sector Code,Trading Currency
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,09/04/2018,4,3.0,49,4.70%,MAIN,09/04/2015,COMMONWEALTH BANK OF AUSTRALIA,4.7% NTS 09/04/18 CNY1000000            ,76RK,XS1213438358,Medium Term Loans,16.35358634,Australia,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,CNY
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,09/04/2018,4,3.0,49,4.70%,MAIN,09/04/2015,COMMONWEALTH BANK OF AUSTRALIA,4.7% NTS 09/04/18 CNY1000000            ,76RS,XS1213722405,Medium Term Loans,16.35358634,Australia,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,CNY
40,Senior securities,> 6 months <= 1 year,> 1 year <= 2 years,17/06/2016,6,1.0,201,0.59%,MAIN,17/06/2015,COMMONWEALTH BANK OF AUSTRALIA,FRN 17/06/16 GBP100000                  ,87IB,XS1247630616,Medium Term Loans,200,Australia,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,GBP
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,01/08/2019,6,4.1,96,5.13%,MAIN,16/06/2015,COMMONWEALTH BANK OF AUSTRALIA,5.125% NTS 01/08/19 NZD2000             ,85XC,XS1247753707,Medium Term Loans,23.27807559,Australia,Asia,CRNR,CORP.RETAIL DEBT REG.MKT.,NIDR,NZD
40,Senior securities,> 6 months <= 1 year,> 1 year <= 2 years,08/09/2016,9,1.0,231,0.17%,MAIN,08/09/2015,COMMONWEALTH BANK OF AUSTRALIA,FRN 08/09/16 GBP100000                  ,94PA,XS1285974686,Medium Term Loans,230,Australia,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,GBP
40,Senior securities,> 6 months <= 1 year,> 1 year <= 2 years,16/09/2016,9,1.0,201,N/A,MAIN,16/09/2015,COMMONWEALTH BANK OF AUSTRALIA,FRN 16/09/16 GBP100000                  ,95ZK,XS1292417646,Medium Term Loans,200,Australia,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,GBP
40,Senior securities,> 6 months <= 1 year,> 1 year <= 2 years,14/09/2016,3,1.5,545,0.23%,MAIN,13/03/2015,COMPAGNIE DE ST-GOBAIN,FRN 14/09/16 EUR100000                  ,11AW,XS1200288048,Medium Term Loans,361.0108303,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,TRADING ONLY,27/03/2015,CONCEPT FUND SOLUTIONS PLC,DB X-TR RUSSELL MIDCAP UCIT 1C USD(GBP) ,XRSS,IE00BJZ2DC62,Structured Products,,Republic of Ireland,Europe,ETF2,EXCHANGE TRADED FUNDS (MULTI-CURRENCY),EFEU,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,TRADING ONLY,27/03/2015,CONCEPT FUND SOLUTIONS PLC,DB X-TR RUSSELL MIDCAP UCIT 1C USD(USD) ,XRMU,IE00BJZ2DC62,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,TRADING ONLY,27/03/2015,CONCEPT FUND SOLUTIONS PLC,DB X-TR RUSSELL 2000 UCIT(DR)1C USD(GBP),XRSG,IE00BJZ2DD79,Structured Products,,Republic of Ireland,Europe,ETF2,EXCHANGE TRADED FUNDS (MULTI-CURRENCY),EFEU,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,TRADING ONLY,27/03/2015,CONCEPT FUND SOLUTIONS PLC,DB X-TR RUSSELL 2000 UCIT(DR)1C USD(USD),XRSU,IE00BJZ2DD79,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,TRADING ONLY,20/04/2015,CONCEPT FUND SOLUTIONS PLC,DBX TR FTSE ALL WLD EXUK UCT 1C GBP ACC ,XDEX,IE00BM67HJ62,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,TRADING ONLY,27/03/2015,CONCEPT FUND SOLUTIONS PLC,DBX-TR S&P500 UCT (PR DR)2C GBP HDG(GBP),XDPG,IE00BM67HX07,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,6,UNDATED,N/A,N/A,TRADING ONLY,15/06/2015,CONCEPT FUND SOLUTIONS PLC,DBX TR JPX NIKKEI 400(DR)1C JPY(USD)ACC ,XDNY,IE00BPVLQD13,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,8,UNDATED,N/A,N/A,TRADING ONLY,14/08/2015,CONCEPT FUND SOLUTIONS PLC,DBX TR JPX NIKKEI 400(DR)1C JPY(GBP)ACC ,XDNS,IE00BPVLQD13,Structured Products,,Republic of Ireland,Europe,ETF2,EXCHANGE TRADED FUNDS (MULTI-CURRENCY),EFEU,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,TRADING ONLY,20/04/2015,CONCEPT FUND SOLUTIONS PLC,DBX-TR JPX NIKKEI 400(DR)2C GBP ACC     ,XDNG,IE00BPVLQF37,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,TRADING ONLY,20/04/2015,CONCEPT FUND SOLUTIONS PLC,DBX TR GCC SELECT 1 C ACC(USD)          ,XGLF,IE00BQXKVQ19,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,8,UNDATED,N/A,N/A,TRADING ONLY,14/08/2015,CONCEPT FUND SOLUTIONS PLC,DB X TR JPX NIKKEI 400 UCITS DR 4C USD  ,XDNU,IE00BTGD1B38,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,8,UNDATED,N/A,N/A,TRADING ONLY,14/08/2015,CONCEPT FUND SOLUTIONS PLC,DB X-TR FTSE 100 EQUAL WEIGHT (DR)1D GBP,XFEW,IE00BZ0CYG46,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEU,GBX
42,Structured notes,> 5 years <= 10 years,> 10 years,01/07/2025,7,10.0,"2,501",N/A,MAIN,02/07/2015,CO-OPERATIVE BANK PLC,FXD RT RST CAL SUB NT 01/07/25 GBP100000,88AL,XS1249403541,Medium Term Loans,250,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,29/01/2018,1,3.0,"1,993",0.84%,MAIN,30/01/2015,CORPORACION ANDINA DE FOMENTO,FLTG RT NTS 29/01/18 USD1000            ,50SN,US219868BV74,Medium Term Loans,664.4,Mexico,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,USD
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,29/06/2019,3,4.3,140,1.90%,MAIN,04/03/2015,CORPORACION ANDINA DE FOMENTO,1.9% NTS 29/06/19 USD200000             ,75GJ,XS1196907494,Medium Term Loans,32.37503238,Mexico,Rest of World,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
40,Senior securities,> 10 years,> 10 years,21/05/2035,5,20.0,"1,723",3.05%,MAIN,22/05/2015,CORPORACION ANDINA DE FOMENTO,3.05% NTS 21/05/35 NOK1000000           ,81CY,XS1232312956,Medium Term Loans,86.10668618,Mexico,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,NOK
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,15/06/2020,6,5.0,162,2.21%,MAIN,16/06/2015,CORPORACION ANDINA DE FOMENTO,2.21% NTS 15/06/20 USD200000            ,87HW,XS1246236183,Medium Term Loans,32.28514238,Mexico,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
43,Covered bonds,> 5 years <= 10 years,> 5 years <= 10 years,17/03/2021,3,6.0,"2,997",0.89%,MAIN,17/03/2015,COVENTRY BUILDING SOCIETY,VAR CVD BDS 17/03/21 GBP100000 7        ,75TB,XS1203083438,Medium Term Loans,499,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,07/04/2023,4,8.0,6,N/A,MAIN,08/04/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,IDX LKD RED NTS 07/04/23 EUR1000        ,76OF,XS1211653099,Medium Term Loans,0.731635938,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,30/04/2020,5,5.0,11,N/A,MAIN,01/05/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,IDX LKD INT RED NTS 30/04/20 EUR1000    ,79BM,XS1223084564,Medium Term Loans,2.147766323,France,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,30/04/2021,4,6.0,3,N/A,MAIN,30/04/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,IDX LKD RED NTS 30/04/21 USD10000       ,79AH,XS1223851087,Medium Term Loans,0.542363913,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,30/06/2020,5,5.1,15,N/A,MAIN,12/05/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,CR LKD NTS 30/06/20(BERKSHIRE)USD1000   ,79VV,XS1228141062,Medium Term Loans,2.854733018,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,14/05/2020,5,5.0,5,N/A,MAIN,15/05/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,IDX LKD INT & RED NTS 14/05/20 EUR1000  ,80AV,XS1230256106,Medium Term Loans,1.055620268,France,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,30/06/2020,5,5.1,7,3.00%,MAIN,18/05/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,3% CR LKD NTS ARCELORMIT 30/6/20 EUR1000,80CJ,XS1234716790,Medium Term Loans,1.456027956,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,08/09/2023,9,8.0,4,N/A,MAIN,08/09/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,IDX LKD INT & RED NTS 08/09/23 EUR1000  ,94SI,XS1285903404,Medium Term Loans,0.4608632041,France,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR
42,Structured notes,> 5 years <= 10 years,> 10 years,14/09/2025,9,10.0,73,N/A,MAIN,14/09/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,LKD INT NTS 14/09/25 EUR1000            ,95PN,XS1288308981,Medium Term Loans,7.315288954,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR
42,Structured notes,> 2 years <= 5 years,> 2 years <= 5 years,22/03/2018,9,2.5,2,N/A,MAIN,22/09/2015,CREDIT AGRICOLE CIB FIN SOLUTIONS,IDX LKD RED NTS 22/03/18 EUR1000        ,12YJ,XS1291592605,Medium Term Loans,0.7298204642,France,Europe,CRNR,CORP.RETAIL DEBT REG.MKT.,EIDR,EUR
42,Structured notes,> 2 years <= 5 years,> 2 years <= 5 years,30/12/2019,3,4.8,6,N/A,MAIN,02/03/2015,CREDIT AGRICOLE CORP & INV BANK,CRDT LK NTS30/12/19(ITRAXX EPS22)EUR1000,75FS,XS1190454014,Medium Term Loans,1.322654126,France,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,24/03/2020,3,5.0,6,1.80%,MAIN,24/03/2015,CREDIT AGRICOLE CORP & INV BANK,FRN 24/03/20 USD10000                   ,76AU,XS1203873754,Medium Term Loans,1.137817276,France,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
42,Structured notes,> 5 years <= 10 years,> 10 years,30/03/2025,3,10.0,67,N/A,MAIN,27/03/2015,CREDIT AGRICOLE CORP & INV BANK,10YR CL RG ACC CR NTS 30/3/25 USD1000000,66WP,XS1206962976,Medium Term Loans,6.732646603,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,USD
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,02/04/2020,4,5.0,4,1.45%,MAIN,07/04/2015,CREDIT AGRICOLE CORP & INV BANK,FRN 02/04/20 USD10000                   ,76ML,XS1209359410,Medium Term Loans,0.7394957983,France,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
42,Structured notes,> 5 years <= 10 years,> 10 years,30/06/2025,4,10.2,69,N/A,MAIN,10/04/2015,CREDIT AGRICOLE CORP & INV BANK,10Y CBL FR CR LKD NTS 30/06/25USD1000000,76RT,XS1211657249,Medium Term Loans,6.755387421,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,14/05/2020,5,5.0,6,0.59%,MAIN,14/05/2015,CREDIT AGRICOLE CORP & INV BANK,FRN 14/05/20 USD10000                   ,79YC,XS1229269409,Medium Term Loans,1.297521733,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 5 years <= 10 years,> 10 years,03/06/2025,6,10.0,164,N/A,MAIN,03/06/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 03/06/25 USD1000000    ,83HA,XS1235260749,Medium Term Loans,16.38592122,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,30/06/2020,6,5.1,4,N/A,MAIN,11/06/2015,CREDIT AGRICOLE CORP & INV BANK,FR CR LKD NTS 30/06/20(GOLDMAN)EUR100000,84ND,XS1242870738,Medium Term Loans,0.7317430119,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
42,Structured notes,> 10 years,> 10 years,18/06/2030,6,15.0,348,3.00%,MAIN,18/06/2015,CREDIT AGRICOLE CORP & INV BANK,3% TO RTE LKD & ILN 18/06/30 EUR100000  ,87JY,XS1245573305,Medium Term Loans,23.18504565,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
42,Structured notes,> 5 years <= 10 years,> 10 years,20/07/2025,8,10.0,160,N/A,MAIN,05/08/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 20/07/25 USD1000000    ,92LU,XS1256192151,Medium Term Loans,16.05136437,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,23/07/2020,8,5.0,64,4.10%,MAIN,05/08/2015,CREDIT AGRICOLE CORP & INV BANK,4.1% CALL NTS 23/07/20 CNY5000000       ,92LT,XS1258441382,Medium Term Loans,12.92377043,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,CNY
42,Structured notes,> 5 years <= 10 years,> 10 years,05/08/2025,8,10.0,161,N/A,MAIN,05/08/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 05/08/25 USD1000000    ,92TB,XS1261238684,Medium Term Loans,16.05136437,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 2 years <= 5 years,> 2 years <= 5 years,30/09/2018,8,3.2,3,N/A,MAIN,07/08/2015,CREDIT AGRICOLE CORP & INV BANK,FR CDT LKD NTS 30/09/18(GOLDMAN)USD10000,92ZV,XS1265367802,Medium Term Loans,0.834670947,France,Europe,CRNR,CORP.RETAIL DEBT REG.MKT.,EIDR,USD
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,05/08/2020,8,5.0,26,4.20%,MAIN,05/08/2015,CREDIT AGRICOLE CORP & INV BANK,4.20% NTS 05/08/20 CNY5000000           ,92VL,XS1265367984,Medium Term Loans,5.169508173,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,CNY
42,Structured notes,> 5 years <= 10 years,> 10 years,27/08/2025,8,10.0,160,N/A,MAIN,28/08/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 27/08/25 USD1000000    ,94DB,XS1275808712,Medium Term Loans,15.95201633,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
40,Senior securities,> 10 years,> 10 years,09/09/2030,9,15.0,193,4.42%,MAIN,10/09/2015,CREDIT AGRICOLE CORP & INV BANK,4.42% NTS 09/09/30 AUD1000000           ,94XX,XS1284546329,Medium Term Loans,12.84344755,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,AUD
40,Senior securities,> 10 years,> 10 years,09/09/2030,9,15.0,151,4.42%,MAIN,10/09/2015,CREDIT AGRICOLE CORP & INV BANK,4.42% NTS 09/09/30 AUD1000000           ,95AV,XS1285045917,Medium Term Loans,10.09128022,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,AUD
42,Structured notes,> 5 years <= 10 years,> 10 years,16/09/2025,9,10.0,162,N/A,MAIN,16/09/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 16/09/25 USD1000000    ,96AR,XS1285062680,Medium Term Loans,16.20955715,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 5 years <= 10 years,> 10 years,17/09/2025,9,10.0,162,N/A,MAIN,17/09/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 17/09/25 USD1000000    ,96DX,XS1285222391,Medium Term Loans,16.20955715,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 10 years,> 10 years,22/09/2025,9,10.0,160,N/A,MAIN,22/09/2015,CREDIT AGRICOLE CORP & INV BANK,CALL LKD INT NTS 22/09/25 USD1000000    ,13BJ,XS1288319756,Medium Term Loans,15.97852486,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 10 years,> 10 years,29/09/2025,9,10.0,66,3.70%,MAIN,29/09/2015,CREDIT AGRICOLE CORP & INV BANK,3.7% CALL NTS 29/09/25 USD1000000       ,34WM,XS1292959886,Medium Term Loans,6.589351608,France,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,06/05/2022,5,7.0,"5,067",3.88%,MAIN,06/05/2015,CYPRUS(REPUBLIC OF),3.875% NTS 06/05/22 EUR1000             ,79EQ,XS1227247191,Medium Term Loans,723.255814,Cyprus,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,MAIN,20/04/2015,DB X-TRACKERS,MSCI EMU INDEX USD HDG UCITS            ,XD5D,LU1127514245,Structured Products,,Luxembourg,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,MAIN,20/04/2015,DB X-TRACKERS,MSCI EMU IDX GBP HDG UCITS              ,XD5S,LU1127516455,Structured Products,,Luxembourg,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,MAIN,20/04/2015,DB X-TRACKERS,MSCI EUROPE IDX 2C USD ACC HDG          ,XEOU,LU1184092051,Structured Products,,Luxembourg,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,7,UNDATED,N/A,N/A,TRADING ONLY,20/07/2015,DB X-TRACKERS II,HARVEST CSI CHINA SOVEREIG BD UCITS(USD),CGB ,LU1094612022,Structured Products,,Luxembourg,Europe,ETFS,EXCHANGE TRADED FUNDS,ETEN,USD
40,Senior securities,> 5 years <= 10 years,> 10 years,16/09/2025,9,10.0,0,2.75%,MAIN,16/09/2015,DEVELOPMENT BANK OF JAPAN INC.,2.75% GTD NTS 16/09/25 USD200000 144A   ,95ZA,US25159MAQ06,Medium Term Loans,0,Japan,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,28/01/2020,1,5.0,"1,498",0.53%,MAIN,28/01/2015,DEVELOPMENT BANK OF JAPAN INC.,FLTG RT GTD NTS 28/01/20 USD200000      ,63BC,XS1173952273,Medium Term Loans,299.45825,Japan,Asia,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
40,Senior securities,> 5 years <= 10 years,> 10 years,16/09/2025,9,10.0,"7,740",2.75%,MAIN,16/09/2015,DEVELOPMENT BANK OF JAPAN INC.,2.75% GTD NTS 16/09/25 USD200000 REG S  ,95YG,XS1286029506,Medium Term Loans,773.3437074,Japan,Asia,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,18/05/2020,5,5.0,0,3.25%,MAIN,18/05/2015,DP WORLD LD,3.25% NTS 18/05/20 USD200000 144A       ,80CL,US23330QAB14,Medium Term Loans,0,United Emirates,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,USD
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,18/05/2020,5,5.0,"1,621",3.25%,MAIN,18/05/2015,DP WORLD LD,3.25% NTS 18/05/20 USD200000 REG S      ,80CK,XS1234270921,Medium Term Loans,323.8452057,United Emirates,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
42,Structured notes,> 5 years <= 10 years,> 10 years,13/02/2025,2,10.0,400,N/A,MAIN,13/02/2015,EASTERN POWER NETWORKS PLC,RPI LKD NTS 13/02/25 GBP100000          ,63RD,XS1189160937,Medium Term Loans,40,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 10 years,> 10 years,07/10/2025,4,10.5,368,N/A,MAIN,07/04/2015,EASTERN POWER NETWORKS PLC,RPI LKD NTS 07/10/25 GBP100000          ,76MZ,XS1213794065,Medium Term Loans,35,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,22/09/2023,9,8.0,"2,923",2.38%,MAIN,23/09/2015,EESTI ENERGIA AS,2.384% NTS 22/09/23 EUR100000           ,96DB,XS1292352843,Bonds,365.3101483,Estonia,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIOW,EUR
40,Senior securities,> 3 months <= 6 months,> 1 year <= 2 years,18/03/2016,3,1.0,"3,070",7.46%,MAIN,18/03/2015,EUROBANK ERGASIAS S.A.,GTD FRN 18/03/16 EUR100000              ,75XD,XS1202910847,Medium Term Loans,3061.297475,Greece,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
40,Senior securities,> 3 months <= 6 months,> 1 year <= 2 years,08/04/2016,4,1.0,"1,100",7.48%,MAIN,08/04/2015,EUROBANK ERGASIAS S.A.,FLT RT GTD INST 08/04/16 EUR100000      ,76PH,XS1216645777,Medium Term Loans,1097.453907,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 3 months <= 6 months,> 1 year <= 2 years,22/04/2016,4,1.0,"1,707",7.45%,MAIN,24/04/2015,EUROBANK ERGASIAS S.A.,FLTG RT GTD INST 22/04/16 EUR100000     ,77NX,XS1224026143,Medium Term Loans,1711.303096,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 3 months <= 6 months,> 1 year <= 2 years,22/04/2016,4,1.0,422,7.45%,MAIN,24/04/2015,EUROBANK ERGASIAS S.A.,FLTG RT GTD INST 22/04/16 EUR100000     ,77PI,XS1224030335,Medium Term Loans,423.4701224,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 3 months <= 6 months,> 1 year <= 2 years,25/04/2016,4,1.0,"1,554",7.45%,MAIN,24/04/2015,EUROBANK ERGASIAS S.A.,FLTG RT GTD INST 25/04/16 EUR100000     ,77XJ,XS1224030848,Medium Term Loans,1545.932325,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 6 months <= 1 year,> 1 year <= 2 years,11/05/2016,5,1.0,"1,199",7.45%,MAIN,12/05/2015,EUROBANK ERGASIAS S.A.,FLTG RT GTD INST 11/05/16 EUR100000     ,79UG,XS1231154656,Medium Term Loans,1199.127907,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 10 years,> 3 months <= 6 months,26/10/2015,7,0.2,151,7.48%,MAIN,27/07/2015,EUROBANK ERGASIAS S.A.,FR GTD INST 26/10/15 EUR100000          ,69FR,XS1263144344,Medium Term Loans,606.8435754,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 1 month <= 3 months,> 3 months <= 6 months,22/01/2016,9,0.3,242,7.38%,MAIN,23/09/2015,EUROBANK ERGASIAS S.A.,FR GTD INST 22/01/16 EUR100000          ,13KX,XS1292409114,Medium Term Loans,729.8204642,Greece,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,29/05/2020,5,5.0,"3,191",1.75%,MAIN,29/05/2015,EUROFIMA,1.75% INST 29/05/20 USD2000             ,82XW,XS1239048777,Medium Term Loans,637.5096129,Switzerland,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,23/02/2022,2,7.0,"4,544",1.88%,MAIN,23/02/2015,EUROPEAN BANK FOR REC & DEV,1.875% GLBL NTS 23/02/22 USD1000        ,33WL,US29874QCT94,Medium Term Loans,648.5855498,Luxembourg,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,USD
