ISIN,PRA_ITEM_4748,SECURITY_NAME,COUPON_RATE,3M_LIBOR,SPREAD,COUPON,COMPANY_NAME,COMPANY_PARENT,ICB_INDUSTRY,INDEX,SECURITY_START_DATE,MATURITY_DATE,DURATION,CURRENT_ISSUANCE,COMPANY_RANK,TIDM,SECURITY_DESCRIPTION,WEIGHTED_AVG,MONEY_RAISED_GBP,COUNTRY_OF_INCORPORATION,WORLD_REGION,MARKET_SEGMENT_CODE,MARKET_SEGMENT,MARKET_SECTOR_CODE,PARENT_CURRENCY,TRADING_CURRENCY
GB00B513H234,42,BERMUDAN WTS 11/08/16(FTSE 100 INDEX)GBP,n/a,0.75%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,25/08/2010,11/08/2016,6,6,8,94UN,Medium Term Loans,#VALUE!,"849,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B52RLW25,42,BERMUDAN WTS 11/08/16(S&P 500 INDEX)USD ,n/a,0.28%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,25/08/2010,11/08/2016,6,6,8,94UL,Medium Term Loans,#VALUE!,"305,957",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B3WXWP60,42,BERMUDAN WTS 11/1/17(FTSE &S&P IDX)     ,n/a,0.78%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,25/01/2011,11/01/2017,6,5,8,78UQ,Medium Term Loans,#VALUE!,"978,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B591W247,42,BERMUDAN WTS 12/05/16(S&P 500¦FTSE 100) ,n/a,0.80%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,26/05/2011,12/05/2016,5,5,8,96TG,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B3RJ3D47,42,BERMUDAN WTS 12/09/16(FTSE 100 IDX)GBP  ,n/a,0.75%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,10/09/2010,12/09/2016,6,6,8,94WD,Medium Term Loans,#VALUE!,"5,620,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B44TQD55,42,BERMUDAN WTS 15/03/17(EURO STOXX 50 IDX),n/a,0.80%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,29/03/2011,15/03/2017,6,5,8,63DZ,Medium Term Loans,#VALUE!,"2,501,206",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B7447501,42,BERMUDAN WTS 16/09/16(UK GILT5% 7/3/18) ,n/a,0.66%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,14/09/2012,16/09/2016,4,4,3,14LU,Medium Term Loans,#VALUE!,"60,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
GB00B4ZTZB57,42,BERMUDAN WTS 25/11/16(1.75%GILT 22/1/17),n/a,1.04%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/11/2011,25/11/2016,5,5,3,11DP,Medium Term Loans,#VALUE!,"26,300,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0762853819,42,BLNCD SCTR GRWTH PLN-6 NTS 10/09/18     ,n/a,0.54%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,08/10/2012,10/09/2018,6,4,13,15NB,Medium Term Loans,#VALUE!,"69,060",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0573287546,42,BND LKD NTS 18/07/18 IDR500000000       ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,29/12/2010,18/07/2018,8,6,3,45YC,Medium Term Loans,#VALUE!,"527,582",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,IDR,IDR
XS0535301096,42,BOND LKD NTS 17/02/28 IDR1000000        ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,25/08/2010,17/02/2028,17,6,3,94UJ,Medium Term Loans,#VALUE!,"6,214,276",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,IDR,IDR
XS0253839319,42,BRAZILIAN GOV BD LKD NTS 17/05/45 USD   ,n/a,5.03%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,12/05/2006,17/05/2045,39,10,3,36HG,Medium Term Loans,#VALUE!,"21,068,282",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0272630038,42,BRAZILIAN GOVT BD LKD NTS 17/05/45 BRL  ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,03/11/2006,17/05/2045,39,10,3,33JE,Medium Term Loans,#VALUE!,"5,313,024",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,OTH,BRL
XS0247512873,42,BRAZILIAN GVT BD LKD NTS 17/5/45BRL'RG S,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,29/03/2006,17/05/2045,39,10,3,65VD,Medium Term Loans,#VALUE!,"8,559,428",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,OTH,BRL
XS0251442959,42,BRIC MKT PPN LKD Z SHS 26/4/18 EUR50000 ,n/a,2.87%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,03/05/2006,26/04/2018,12,10,8,57BE,Medium Term Loans,#VALUE!,"41,553,003",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0233501815,42,BRIC MKTS PP NTS 31/10/17 EUR50000      ,n/a,2.26%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,01/11/2005,31/10/2017,12,11,8,73RF,Bonds,#VALUE!,"20,428,508",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,EUR,EUR
XS0244944202,42,BRIC MKTS PR PROT NTS 27/2/18 EUR       ,n/a,2.68%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,03/03/2006,27/02/2018,12,10,8,82GJ,Medium Term Loans,#VALUE!,"34,040,003",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0476453799,42,BSKT ELN 20/01/16 EUR1000               ,n/a,0.67%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,21/01/2010,20/01/2016,6,6,3,47BC,Medium Term Loans,#VALUE!,"870,072",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0468067946,42,BSKT ELN 20/11/15 EUR1000'GSN20530'     ,n/a,0.72%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,23/11/2009,20/11/2015,6,7,3,93LM,Medium Term Loans,#VALUE!,"902,399",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0855705520,42,BULL CERT 22/01/16(CAIRN INDIA)         ,n/a,0.16%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,30/01/2013,22/01/2016,3,3,3,19QQ,Medium Term Loans,#VALUE!,"17,598,845",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1114124214,42,CALBLE DL RG ACL NTS 09/10/24 USD1000000,n/a,0.13%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,09/10/2014,09/10/2024,10,2,6,37VT,Medium Term Loans,#VALUE!,"6,170,200",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1116427375,42,CALBLE DL RG ACRL NTS 09/10/24 USD200000,n/a,0.13%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,09/10/2014,09/10/2024,10,2,6,37VR,Medium Term Loans,#VALUE!,"6,170,200",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
GB00B58BDL12,42,CALL  WTS 1/8/18(RBS UK BAL SEC)LAUNCH5 ,n/a,0.82%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,02/08/2012,01/08/2018,6,4,13,99IV,Medium Term Loans,#VALUE!,"8,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0894827046,42,CALL 0%  08/05/2033 AUD100000           ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,09/05/2013,08/05/2020,7,3,3,15QK,Medium Term Loans,#VALUE!,"6,793,145",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,AUD,AUD
XS0881465735,42,CALL 0%  NTS 2/04/33 USD100000          ,n/a,0.21%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,03/04/2013,02/04/2033,20,3,3,53CW,Medium Term Loans,#VALUE!,"16,534,250",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0855579982,42,CALL 0% NT 17/01/43 USD1000000          ,n/a,0.16%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/01/2013,17/01/2043,30,3,3,19VZ,Medium Term Loans,#VALUE!,"18,718,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0614696218,42,CALL 0% NTS  26/06/42 USD               ,n/a,0.20%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,26/06/2012,26/06/2042,30,4,3,37YK,Medium Term Loans,#VALUE!,"32,048,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0284552592,42,CALL 0% NTS 05/02/37 USD100000          ,n/a,5.21%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,05/02/2007,05/02/2037,30,9,6,91KJ,Medium Term Loans,#VALUE!,"5,074,081",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0765664023,42,CALL 0% NTS 05/04/42 USD100000          ,n/a,0.23%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,10/04/2012,05/04/2042,30,4,6,12QJ,Medium Term Loans,#VALUE!,"12,611,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0302748222,42,CALL 0% NTS 05/06/37 USD1000000         ,n/a,5.24%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,05/06/2007,05/06/2037,30,9,6,70ZB,Medium Term Loans,#VALUE!,"5,037,910",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0515378239,42,CALL 0% NTS 11/06/40 USD100000          ,n/a,0.47%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,11/06/2010,11/06/2040,30,6,6,77VU,Medium Term Loans,#VALUE!,"5,893,405",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,USD,USD
XS0263185216,42,CALL 0% NTS 11/08/36 EUR50000           ,n/a,3.48%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,10/10/2006,11/08/2036,30,10,8,74MG,Medium Term Loans,#VALUE!,"4,694,203",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0863946850,42,CALL 0% NTS 12/12/42 EUR100000          ,n/a,0.23%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,01/02/2013,12/12/2042,30,3,6,19VV,Medium Term Loans,#VALUE!,"12,925,558",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0549957339,42,CALL 0% NTS 13/02/32 AUD100000          ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,13/02/2012,13/02/2032,20,4,3,51IB,Medium Term Loans,#VALUE!,"13,596,575",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,AUD,AUD
XS0267219383,42,CALL 0% NTS 15/09/36 USD100000          ,n/a,5.26%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,15/09/2006,15/09/2036,30,10,6,90TI,Medium Term Loans,#VALUE!,"5,286,670",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0855578075,42,CALL 0% NTS 17/01/43 USD1000000         ,n/a,0.16%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,17/01/2013,17/01/2043,30,3,3,19VY,Medium Term Loans,#VALUE!,"12,479,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0282644532,42,CALL 0% NTS 18/01/27 EUR50000           ,n/a,3.75%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,19/01/2007,18/01/2027,20,9,8,66RN,Medium Term Loans,#VALUE!,"2,348,676",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0548360584,42,CALL 0% NTS 20/10/41 USD100000          ,n/a,0.17%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/10/2011,20/10/2041,30,5,3,11RF,Medium Term Loans,#VALUE!,"12,420,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0240724798,42,CALL 0% NTS 23/01/36 USD1000000         ,n/a,4.52%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,24/01/2006,23/01/2036,30,10,8,40YY,Medium Term Loans,#VALUE!,"11,519,078",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0282533891,42,CALL 0% NTS 23/01/37 EUR1000000         ,n/a,3.76%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,24/01/2007,23/01/2037,30,9,6,50FS,Medium Term Loans,#VALUE!,"6,710,504",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0784015082,42,CALL 0% NTS 24/07/42  USD100000         ,n/a,0.18%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,24/07/2012,24/07/2042,30,4,3,99YU,Medium Term Loans,#VALUE!,"31,909,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0172937376,42,CALL 0% NTS 25/7/33 EUR1000             ,n/a,2.12%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,25/07/2003,25/07/2033,30,13,13,64HN,Medium Term Loans,#VALUE!,"11,699,126",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0279983216,42,CALL 0% NTS 28/12/36 EUR100000          ,n/a,3.72%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,28/12/2006,28/12/2036,30,10,6,69SQ,Medium Term Loans,#VALUE!,"6,762,002",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0201491080,42,CALL 0% NTS 28/9/2034 EUR100000         ,n/a,2.12%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,28/09/2004,28/09/2020,16,12,148,89PN,Medium Term Loans,#VALUE!,"6,457,416",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0889647722,42,CALL 0% NTS16/04/28  USD100000          ,n/a,0.16%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/04/2013,16/04/2028,15,3,3,48DI,Medium Term Loans,#VALUE!,"52,179,978",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0219088605,42,CALL 11.2% US TSY LKD NTS 12/05/20 USD  ,n/a,3.15%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,12/05/2005,12/05/2020,15,11,6,89VV,Medium Term Loans,#VALUE!,"2,614,311",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,USD,USD
XS0203871651,42,CALL 4.375%¦FRN 30/10/19 EUR(VAR)       ,n/a,2.14%,n/a,N,HBOS PLC,LLOYDS GRP.,Financials,FTSE 100,07/02/2005,30/10/2019,15,11,50,81GV,Medium Term Loans,#VALUE!,"512,505,785",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0276664181,42,CALL 4.5% NTS 13/12/24 EUR100000        ,n/a,3.67%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,13/12/2006,13/12/2024,18,10,6,91FE,Medium Term Loans,#VALUE!,"5,409,601",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS1081036805,42,CALL 5% TO FRN 09/07/21 USD200000       ,n/a,0.13%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,09/07/2014,09/07/2021,7,2,6,51TM,Medium Term Loans,#VALUE!,"5,848,300",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
CA42205MAF38,42,CALL 5.109%¦FLTG RATE NTS 21/6/17 CAD   ,n/a,n/a,n/a,N,HBOS PLC,LLOYDS GRP.,Financials,FTSE 100,20/06/2007,21/06/2017,10,9,50,83KY,Medium Term Loans,#VALUE!,"233,203,529",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,CAD,CAD
XS0303595770,42,CALL 5.13% NTS 15/06/17 EUR10000        ,n/a,4.15%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,18/06/2007,15/06/2017,10,9,8,33XS,Medium Term Loans,#VALUE!,"3,389,750",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS1086545388,42,CALL 5.4% RANG ACC NTS 10/7/24 USD200000,n/a,0.14%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,10/07/2014,10/07/2024,10,2,6,67OF,Medium Term Loans,#VALUE!,"11,688,400",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0306772699,42,CALL 6.375% NTS 23/06/37 GBP50000       ,n/a,5.88%,n/a,N,BRITISH TELECOMMUNICATIONS PLC,BT GROUP,Telecommunications,FTSE 100,21/06/2007,23/06/2037,30,9,76,70TD,Medium Term Loans,#VALUE!,"498,670,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1089911439,42,CALL 6.40% RGE ACC NTS 21/7/24 AUD200000,n/a,n/a,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,21/07/2014,21/07/2024,10,2,6,52XY,Medium Term Loans,#VALUE!,"5,493,920",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,AUD,AUD
XS0306772939,42,CALL 6.625% NTS 23/06/17 GBP50000       ,n/a,5.88%,n/a,N,BRITISH TELECOMMUNICATIONS PLC,BT GROUP,Telecommunications,FTSE 100,21/06/2007,23/06/2017,10,9,76,54FV,Medium Term Loans,#VALUE!,"499,725,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0253388556,42,CALL 6.80% NTS 16/05/36 USD100000       ,n/a,5.04%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,17/05/2006,16/05/2036,30,10,8,32XK,Medium Term Loans,#VALUE!,"5,627,620",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0852947091,42,CALL ACC NOTES 19/11/42 USD200000       ,n/a,0.22%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,19/11/2012,19/11/2042,30,4,8,16QP,Medium Term Loans,#VALUE!,"9,440,550",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0879044070,42,CALL ACC NTS 04/02/43 USD200000         ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,04/02/2013,04/02/2043,30,3,8,19LZ,Medium Term Loans,#VALUE!,"19,079,700",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0752395136,42,CALL ACC NTS 06/03/32 USD100000         ,n/a,0.14%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,06/03/2012,06/03/2032,20,4,8,11LM,Medium Term Loans,#VALUE!,"63,968,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0744182014,42,CALL ACC NTS 10/02/2042 USD10000        ,n/a,0.27%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,10/02/2012,10/02/2020,8,4,8,51FO,Medium Term Loans,#VALUE!,"20,118,617",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0872702039,42,CALL ACC NTS 16/01/43 USD200000         ,n/a,0.18%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,16/01/2013,16/01/2043,30,3,8,19SA,Medium Term Loans,#VALUE!,"18,756,600",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0686359935,42,CALL ACC NTS 18/10/41 EUR1000           ,n/a,0.26%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,18/10/2011,18/10/2041,30,5,8,12IJ,Medium Term Loans,#VALUE!,"18,630,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0487389313,42,CALL ACC NTS 22/02/40 USD100000         ,n/a,0.19%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,22/02/2010,22/02/2040,30,6,8,77GR,Medium Term Loans,#VALUE!,"6,489,900",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0772572508,42,CALL ACC NTS 23/04/42 USD200000         ,n/a,0.19%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,23/04/2012,23/04/2042,30,4,8,13XC,Medium Term Loans,#VALUE!,"31,094,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0649728556,42,CALL ACC NTS 25/07/31 USD100000         ,n/a,0.17%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,25/07/2011,25/07/2031,20,5,8,10ET,Medium Term Loans,#VALUE!,"9,184,350",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0887933314,42,CALL ACC NTS 25/2/33 USD200000          ,n/a,0.16%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,25/02/2013,25/02/2033,20,3,8,15RO,Medium Term Loans,#VALUE!,"26,087,103",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0629890764,42,CALL ACC NTS 27/05/31 USD100000         ,n/a,0.17%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,27/05/2011,27/05/2031,20,5,8,47HS,Medium Term Loans,#VALUE!,"9,086,850",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0426026554,42,CALL ACCR NTS 07/05/39 USD100000        ,n/a,0.42%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,07/05/2009,07/05/2039,30,7,8,59TY,Medium Term Loans,#VALUE!,"9,882,150",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0423849099,42,CALL ACCRED NTS 21/04/39 USD100000      ,n/a,0.35%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,21/04/2009,21/04/2039,30,7,8,67YK,Medium Term Loans,#VALUE!,"13,661,600",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0842241464,42,CALL ACCRETING NTS  22/10/42 USD200000  ,n/a,0.19%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,22/10/2012,22/10/2042,30,4,8,14SW,Medium Term Loans,#VALUE!,"6,235,200",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0806468103,42,CALL ACCRETING NTS  25/07/42 USD200000  ,n/a,0.18%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,25/07/2012,25/07/2042,30,4,8,12ZY,Medium Term Loans,#VALUE!,"31,909,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0430508001,42,CALL ACCRETING NTS 01/06/39 USD100000   ,n/a,0.30%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,01/06/2009,01/06/2039,30,7,8,51OW,Medium Term Loans,#VALUE!,"12,461,800",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0521427921,42,CALL ACCRETING NTS 01/07/30 USD100000   ,n/a,0.37%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/07/2010,01/07/2030,20,6,8,77ZZ,Medium Term Loans,#VALUE!,"16,474,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0529373614,42,CALL ACCRETING NTS 02/08/40 USD100000   ,n/a,0.21%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,11/07/2011,02/08/2040,29,5,8,47QQ,Medium Term Loans,#VALUE!,"18,368,700",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0531195732,42,CALL ACCRETING NTS 04/08/40 USD100000   ,n/a,0.21%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,11/07/2011,04/08/2040,29,5,8,47QP,Medium Term Loans,#VALUE!,"18,368,700",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
